Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,77
OutDegreeValue,1,2,3,5,7,9,11,22
OutDegreeCount,1,54,13,1,1,5,1,1
NAValue,1,3,4,5
NACount,1,1,54,21
MPCValue,0.00000,0.83333,0.84594,0.88843,0.93750,0.96260,0.96667,0.96939
MPCCount,1,1,1,1,54,5,1,13
