Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,55
OutDegreeValue,1,2,3,4,6,7,8
OutDegreeCount,5,34,5,1,7,2,1
NAValue,1,2,3,4,5,6
NACount,1,2,5,34,11,2
MPCValue,0.00000,0.23704,0.29388,0.80000,0.90000,0.90888,0.92800,0.93061,0.93728,1.00000
MPCCount,1,1,1,5,34,1,2,3,5,2
