Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,76
OutDegreeValue,1,2,3,5,8,9,13
OutDegreeCount,4,50,13,1,5,2,1
NAValue,1,2,3,4,5
NACount,1,3,4,49,19
MPCValue,0.00000,0.15918,0.21600,0.60000,0.76800,0.80000,0.90000,0.91349,0.92410,0.93010,0.93061,0.93223
MPCCount,1,1,1,1,1,3,49,4,1,1,12,1
