Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,86
OutDegreeValue,1,2,3,4,8,9,12,13
OutDegreeCount,3,58,12,5,4,2,1,1
NAValue,1,2,3,4,5,6
NACount,1,2,4,55,22,2
MPCValue,0.00000,0.15918,0.17041,0.76800,0.80000,0.88889,0.89751,0.90000,0.91349,0.93061,0.94815,0.96000,0.97500,1.00000
MPCCount,1,1,1,1,3,2,2,55,4,10,2,2,1,1
