Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,85
OutDegreeValue,1,2,3,6,10,17
OutDegreeCount,4,56,15,4,5,1
NAValue,1,2,3,4,5,6
NACount,1,1,4,56,22,1
MPCValue,0.00000,0.19835,0.80000,0.90000,0.90888,0.91429,0.93061,0.93728,1.00000
MPCCount,1,1,4,56,3,4,14,1,1
