Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,130
OutDegreeValue,1,2,3,4,6,8,18,23
OutDegreeCount,4,80,34,4,4,2,1,1
NAValue,1,2,3,4,5,6
NACount,1,3,6,78,39,3
MPCValue,0.00000,0.09583,0.11967,0.38400,0.76800,0.80000,0.90000,0.91349,0.93061,0.93728,0.94815,0.97500,1.00000
MPCCount,1,1,1,1,2,4,78,2,31,4,2,1,2
