Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,48
OutDegreeValue,1,2,3,7,8,9,12
OutDegreeCount,1,38,1,1,1,2,4
NAValue,1,3,4,5
NACount,1,1,38,8
MPCValue,0.00000,0.83333,0.92222,0.93750,0.95156,0.96000,0.96260,0.96939
MPCCount,1,1,1,38,1,4,1,1
