Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,85
OutDegreeValue,1,2,3,4,5,6,7,8
OutDegreeCount,8,52,10,3,3,5,3,1
NAValue,1,2,3,4,5,6
NACount,1,5,8,48,21,2
MPCValue,0.00000,0.23704,0.29388,0.38400,0.80000,0.88889,0.90000,0.92800,0.93061,0.93223,0.93728,0.96000,0.97500
MPCCount,1,1,2,2,8,1,48,3,9,3,2,4,1
