Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,110
OutDegreeValue,1,2,3,4,6,7,12
OutDegreeCount,10,61,22,9,3,4,1
NAValue,1,2,3,4,5,6
NACount,1,7,10,61,24,7
MPCValue,0.00000,0.17041,0.29388,0.38400,0.80000,0.88533,0.88889,0.90000,0.90888,0.93061,0.97500,1.00000
MPCCount,1,1,1,5,10,4,2,61,2,16,2,5
