Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,75
OutDegreeValue,1,2,3,4,5,6,10,22
OutDegreeCount,1,52,12,1,1,3,4,1
NAValue,1,3,4,5
NACount,1,1,52,21
MPCValue,0.00000,0.83333,0.92593,0.93750,0.95238,0.96939,0.97107,0.97633
MPCCount,1,1,1,52,4,12,1,3
