Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,70
OutDegreeValue,1,2,3,4,7,9,10,13,20
OutDegreeCount,1,49,12,1,1,3,1,1,1
NAValue,1,3,4,5
NACount,1,1,49,19
MPCValue,0.00000,0.83333,0.86168,0.92593,0.93750,0.94307,0.96260,0.96667,0.96939
MPCCount,1,1,1,1,49,1,3,1,12
