Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,74
OutDegreeValue,1,2,3,4,5,6,7,9,15
OutDegreeCount,2,52,5,2,3,3,4,2,1
NAValue,1,2,3,4,5
NACount,1,1,2,51,19
MPCValue,0.00000,0.26250,0.74694,0.80000,0.85289,0.88889,0.90000,0.92410,0.92800,0.93061,0.93223,0.93728,0.96000
MPCCount,1,1,1,2,2,2,50,2,2,5,1,3,2
