Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,95
OutDegreeValue,1,2,3,4,6,8,11,15
OutDegreeCount,6,60,17,4,1,5,1,1
NAValue,1,2,3,4,5,6
NACount,1,3,6,57,25,3
MPCValue,0.00000,0.14062,0.18333,0.38400,0.80000,0.90000,0.90888,0.91349,0.93061,0.94815,0.96000,1.00000
MPCCount,1,1,1,1,6,57,1,5,14,2,3,3
