Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,72
OutDegreeValue,1,2,3,8,9,12,14,19
OutDegreeCount,1,52,11,1,4,1,1,1
NAValue,1,3,4,5
NACount,1,1,52,18
MPCValue,0.00000,0.83333,0.90369,0.93750,0.95156,0.95200,0.96260,0.96939
MPCCount,1,1,1,52,1,1,4,11
