Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,124
OutDegreeValue,1,2,3,4,5,6,8,16
OutDegreeCount,11,78,18,7,5,2,2,1
NAValue,1,2,3,4,5,6
NACount,1,8,11,66,31,7
MPCValue,0.00000,0.13287,0.23704,0.29388,0.45000,0.80000,0.88889,0.90000,0.90888,0.91875,0.93061,0.93223,0.94815,0.96000,0.97500,1.00000
MPCCount,1,1,1,1,5,11,2,66,1,1,8,4,4,12,1,5
