Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,160
OutDegreeValue,1,2,3,6,7,8,9,12,36
OutDegreeCount,2,110,32,4,1,1,8,1,1
NAValue,1,2,3,4,5,6
NACount,1,2,3,107,46,1
MPCValue,0.00000,0.06311,0.17041,0.76800,0.80000,0.89751,0.90000,0.91349,0.92800,0.93061,0.93728,0.96000,1.00000
MPCCount,1,1,1,1,2,8,107,1,1,30,4,2,1
