Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,45
OutDegreeValue,1,2,3,6,7,9,10
OutDegreeCount,3,32,1,4,2,1,2
NAValue,1,2,3,4,5
NACount,1,1,3,32,8
MPCValue,0.00000,0.21600,0.80000,0.90000,0.92517,0.92800,0.93728
MPCCount,1,1,3,32,2,2,4
