Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,65
OutDegreeValue,1,2,3,4,5,7,8,13
OutDegreeCount,2,46,6,2,1,1,6,1
NAValue,1,2,3,4,5,6
NACount,1,1,3,43,16,1
MPCValue,0.00000,0.15918,0.76800,0.80000,0.90000,0.91349,0.93010,0.93061,0.93223,0.94815,0.96000,1.00000
MPCCount,1,1,1,2,43,2,4,5,1,2,2,1
