Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,78
OutDegreeValue,1,2,3,4,6,7,8,13
OutDegreeCount,3,53,12,1,1,3,4,1
NAValue,1,2,3,4,5
NACount,1,3,3,51,20
MPCValue,0.00000,0.15918,0.26250,0.53333,0.80000,0.90000,0.90888,0.91349,0.92800,0.93061,0.96000
MPCCount,1,1,1,1,3,51,1,4,2,12,1
