Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,88
OutDegreeValue,1,2,3,4,7,8,9,11,15
OutDegreeCount,2,60,13,3,1,2,5,1,1
NAValue,1,2,3,4,5,6
NACount,1,1,2,60,23,1
MPCValue,0.00000,0.18333,0.80000,0.86939,0.88889,0.90000,0.91349,0.92410,0.93061
MPCCount,1,1,2,1,3,60,2,5,13
