Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,51
OutDegreeValue,1,2,4,5,11,12,13
OutDegreeCount,1,42,1,1,3,2,1
NAValue,1,3,4,5
NACount,1,1,38,11
MPCValue,0.00000,0.83333,0.91564,0.93750,0.95936,0.96000,0.97107,0.98765,1.00000
MPCCount,1,1,1,38,3,1,1,1,4
