Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,53
OutDegreeValue,0,1,2,3,4,6,7,8,10,11
OutDegreeCount,1,2,37,3,1,1,2,4,1,1
NAValue,0,1,2,3,4,5,6
NACount,1,1,1,2,37,10,1
MPCValue,0.00000,0.29388,0.80000,0.88889,0.90000,0.92098,0.92517,0.92800,0.93010,0.93061,1.00000
MPCCount,1,1,2,1,37,1,1,1,4,2,1
