Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,101
OutDegreeValue,1,2,3,4,6,8,11,14
OutDegreeCount,4,64,19,4,1,7,1,1
NAValue,1,2,3,4,5,6
NACount,1,3,4,64,26,3
MPCValue,0.00000,0.14933,0.18333,0.38400,0.80000,0.90000,0.90888,0.91349,0.93061,0.94815,1.00000
MPCCount,1,1,1,1,4,64,1,7,16,2,3
