Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,67
OutDegreeValue,1,2,3,7,11,12,15,16
OutDegreeCount,1,51,7,1,3,2,1,1
NAValue,1,3,4,5
NACount,1,1,51,14
MPCValue,0.00000,0.83333,0.93664,0.93750,0.95200,0.95936,0.96667,0.96939
MPCCount,1,1,1,51,2,3,1,7
