Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,100
OutDegreeValue,1,2,3,4,8,9,16,17
OutDegreeCount,2,70,16,3,4,3,1,1
NAValue,1,2,3,4,5,6
NACount,1,1,2,65,30,1
MPCValue,0.00000,0.13287,0.80000,0.84375,0.89751,0.90000,0.91349,0.92410,0.93061,0.94815,0.96000
MPCCount,1,1,2,1,1,65,3,2,16,3,5
