Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,84
OutDegreeValue,1,2,3,4,6,7,8,10
OutDegreeCount,5,53,11,6,2,5,1,1
NAValue,1,2,3,4,5,6
NACount,1,4,5,50,20,4
MPCValue,0.00000,0.26250,0.38400,0.80000,0.86367,0.88533,0.88889,0.90000,0.90888,0.93061,0.96000,0.97500,1.00000
MPCCount,1,1,3,5,1,4,1,51,1,10,3,2,1
