Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,50
OutDegreeValue,1,2,3,4,5,6,8
OutDegreeCount,11,27,2,5,2,2,1
NAValue,1,2,3,4,5,6
NACount,1,4,11,24,6,4
MPCValue,0.00000,0.29388,0.38400,0.53333,0.80000,0.90000,0.91875,0.93061,0.94815,0.96000,0.96667,0.97500,0.98400
MPCCount,1,1,2,1,11,24,1,2,2,2,1,1,1
