Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,53
OutDegreeValue,1,2,3,4,5,6,7,8
OutDegreeCount,3,35,3,3,1,4,1,3
NAValue,1,2,3,4,5,6
NACount,1,2,4,34,10,2
MPCValue,0.00000,0.26250,0.33333,0.76800,0.80000,0.88889,0.90000,0.90888,0.93010,0.93061,0.93728,1.00000
MPCCount,1,1,1,1,3,2,34,3,3,1,1,2
