Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,57
OutDegreeValue,1,2,3,4,6,7,14,15
OutDegreeCount,3,40,3,3,5,1,1,1
NAValue,1,2,3,4,5,6
NACount,1,2,5,39,9,1
MPCValue,0.00000,0.26250,0.29388,0.76800,0.80000,0.86667,0.90000,0.91320,0.91655,0.93728,0.94815,1.00000
MPCCount,1,1,1,2,3,1,38,1,1,4,3,1
