Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,129
OutDegreeValue,1,2,3,4,5,6,7,8
OutDegreeCount,16,71,20,8,5,2,2,5
NAValue,1,2,3,4,5,6
NACount,1,8,18,71,23,8
MPCValue,0.00000,0.23704,0.26250,0.29388,0.33333,0.38400,0.73469,0.80000,0.86367,0.90000,0.91349,0.92800,0.93061,0.93223,0.97500,1.00000
MPCCount,1,1,1,2,3,1,2,16,1,71,3,1,16,2,7,1
