Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,93
OutDegreeValue,1,2,3,4,6,8,10,15,17
OutDegreeCount,4,62,17,2,1,3,2,1,1
NAValue,1,2,3,4,5,6
NACount,1,1,4,59,27,1
MPCValue,0.00000,0.12593,0.80000,0.90000,0.90888,0.91349,0.91429,0.93061,0.94815,0.96000,1.00000
MPCCount,1,1,4,59,1,3,2,16,2,3,1
