Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,65
OutDegreeValue,1,2,3,7,10,13,18
OutDegreeCount,1,46,10,4,2,1,1
NAValue,1,3,4,5
NACount,1,1,46,17
MPCValue,0.00000,0.81962,0.83333,0.93750,0.95238,0.96667,0.96939
MPCCount,1,1,1,46,2,4,10
