Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,92
OutDegreeValue,1,2,3,4,5,6,7,8,10,13
OutDegreeCount,3,63,9,5,3,5,1,1,1,1
NAValue,1,2,3,4,5,6
NACount,1,3,3,57,26,2
MPCValue,0.00000,0.23704,0.26250,0.38400,0.80000,0.82721,0.88889,0.90000,0.90888,0.93061,0.93223,0.93600,0.93728,0.96000
MPCCount,1,1,1,1,3,1,4,57,1,9,1,2,4,6
