Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,86
OutDegreeValue,1,2,3,7,8,9,10,15,23
OutDegreeCount,1,62,13,1,2,4,1,1,1
NAValue,1,3,4,5
NACount,1,1,62,22
MPCValue,0.00000,0.83333,0.89230,0.92222,0.93750,0.96260,0.96372,0.96886,0.96939
MPCCount,1,1,1,1,62,4,1,2,13
