Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,108
OutDegreeValue,1,2,3,4,5,6,8,9,10,12,13
OutDegreeCount,4,69,23,2,1,2,1,1,3,1,1
NAValue,1,2,3,4,5,6
NACount,1,3,6,67,28,3
MPCValue,0.00000,0.15918,0.29388,0.76800,0.80000,0.88889,0.89630,0.90000,0.91429,0.91875,0.93061,0.93223,1.00000
MPCCount,1,1,2,2,4,2,1,67,3,1,22,1,1
