Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,58
OutDegreeValue,1,2,3,8,9,12,13
OutDegreeCount,1,46,3,1,2,4,1
NAValue,1,3,4,5
NACount,1,1,44,12
MPCValue,0.00000,0.83333,0.87950,0.93750,0.95156,0.96000,0.96260,0.96939,1.00000
MPCCount,1,1,1,44,1,4,1,3,2
