Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,89
OutDegreeValue,1,2,3,4,5,8,9,10,14
OutDegreeCount,4,59,17,1,1,1,1,4,1
NAValue,1,2,3,4,5,6
NACount,1,3,5,57,22,1
MPCValue,0.00000,0.14933,0.19835,0.38400,0.76800,0.80000,0.89751,0.90000,0.91349,0.91429,0.93061,0.93223,1.00000
MPCCount,1,1,1,1,1,4,1,57,1,3,16,1,1
