Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,83
OutDegreeValue,1,2,3,4,8,9,11
OutDegreeCount,6,51,16,3,3,2,2
NAValue,1,2,3,4,5,6
NACount,1,3,7,50,19,3
MPCValue,0.00000,0.18333,0.38400,0.76800,0.80000,0.90000,0.91349,0.92410,0.93061,0.97500,1.00000
MPCCount,1,2,1,1,6,50,3,2,14,2,1
