Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,63
OutDegreeValue,1,2,3,4,5,6,7,8,9,13
OutDegreeCount,2,42,7,3,1,4,1,1,1,1
NAValue,1,2,3,4,5,6
NACount,1,1,3,41,16,1
MPCValue,0.00000,0.15918,0.76800,0.80000,0.89751,0.90000,0.91349,0.93061,0.93223,0.93728,0.94815,1.00000
MPCCount,1,1,1,2,1,41,1,6,1,4,3,1
