Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,106
OutDegreeValue,1,2,3,4,5,6,7,12,21
OutDegreeCount,1,68,24,3,2,2,4,1,1
NAValue,1,3,4,5
NACount,3,1,67,35
MPCValue,0.00000,0.83333,0.85799,0.92593,0.93750,0.96667,0.96939,0.97107,0.97633,0.98765,1.00000
MPCCount,3,1,1,1,67,4,23,2,1,2,1
