Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,50
OutDegreeValue,1,2,4,5,6,8
OutDegreeCount,3,36,1,1,1,8
NAValue,1,2,3,4,5,6
NACount,1,1,4,35,8,1
MPCValue,0.00000,0.33333,0.76800,0.80000,0.90000,0.93010,0.93728,0.97500
MPCCount,1,1,1,3,35,7,1,1
