Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,89
OutDegreeValue,1,2,3,4,5,7,8,10,11,14
OutDegreeCount,4,59,16,1,1,1,1,4,1,1
NAValue,1,2,3,4,5,6
NACount,1,2,6,57,21,2
MPCValue,0.00000,0.14933,0.18333,0.76800,0.80000,0.90000,0.91349,0.91429,0.92800,0.93061,0.93223,1.00000
MPCCount,1,1,1,2,4,57,1,4,1,14,1,2
