Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,78
OutDegreeValue,1,2,3,4,8,9,14
OutDegreeCount,2,53,13,1,1,7,1
NAValue,1,2,3,4,5,6
NACount,1,1,3,53,19,1
MPCValue,0.00000,0.21600,0.71111,0.80000,0.84432,0.90000,0.92410,0.93010,0.93061,1.00000
MPCCount,1,1,1,2,1,53,5,1,12,1
