Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,85
OutDegreeValue,1,2,3,4,5,7,8,9,11
OutDegreeCount,7,54,7,7,5,2,1,1,1
NAValue,1,2,3,4,5,6
NACount,1,6,8,49,15,6
MPCValue,0.00000,0.21600,0.38400,0.53333,0.76800,0.80000,0.81210,0.88533,0.88889,0.90000,0.93061,0.93223,0.93600,0.97500,1.00000
MPCCount,1,1,1,4,1,7,1,2,2,49,6,4,1,4,1
