Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,74
OutDegreeValue,1,2,3,4,5,6,8,10,18
OutDegreeCount,2,52,11,1,1,1,1,4,1
NAValue,1,2,3,4,5,6
NACount,1,1,2,49,20,1
MPCValue,0.00000,0.33333,0.80000,0.86367,0.88889,0.90000,0.91429,0.93061,0.96000
MPCCount,1,1,2,1,1,50,4,11,3
