Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,99
OutDegreeValue,1,2,3,4,5,6,7,8,9,13
OutDegreeCount,3,66,11,3,3,6,2,1,3,1
NAValue,1,2,3,4,5
NACount,1,8,1,69,20
MPCValue,0.00000,0.23704,0.33333,0.45000,0.53333,0.60000,0.80000,0.82500,0.83951,0.86667,0.90000,0.92410,0.92800,0.93061,0.93223,0.93728,0.94815
MPCCount,1,1,1,3,1,2,1,1,1,3,65,3,2,4,2,6,2
