Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,66
OutDegreeValue,1,2,3,4,5,8,10
OutDegreeCount,1,48,3,5,2,6,1
NAValue,1,2,3,4,5
NACount,1,2,1,45,17
MPCValue,0.00000,0.19835,0.53333,0.80000,0.88889,0.90000,0.91349,0.93010,0.93061,0.93223,0.96000
MPCCount,1,1,1,1,5,45,3,2,3,2,2
