Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,55
OutDegreeValue,1,2,3,5,7,8,9,10
OutDegreeCount,2,41,1,2,4,1,2,2
NAValue,1,2,3,4,5,6
NACount,1,1,2,39,11,1
MPCValue,0.00000,0.26250,0.76454,0.80000,0.89630,0.90000,0.91349,0.91429,0.92800,0.93061,0.93223,0.96000
MPCCount,1,1,1,2,1,39,1,2,2,1,2,2
