Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,90
OutDegreeValue,1,2,3,4,5,8,9,13,14
OutDegreeCount,5,58,14,5,1,3,2,1,1
NAValue,1,2,3,4,5,6
NACount,1,2,5,56,24,2
MPCValue,0.00000,0.14933,0.38400,0.80000,0.88889,0.89751,0.90000,0.91349,0.93061,0.93223,0.94815,0.96000,1.00000
MPCCount,1,1,1,5,2,2,56,3,12,1,2,2,2
