Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,95
OutDegreeValue,1,2,3,4,5,7,9,10,17
OutDegreeCount,5,64,9,5,5,3,2,1,1
NAValue,1,2,3,4,5,6
NACount,1,4,5,59,22,4
MPCValue,0.00000,0.38400,0.53333,0.80000,0.88163,0.88533,0.88889,0.90000,0.92410,0.93061,0.93223,0.96000,0.98400
MPCCount,1,3,1,5,1,3,2,59,2,9,1,4,4
