Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,91
OutDegreeValue,1,2,3,4,8,9,10,17
OutDegreeCount,3,59,18,3,2,3,2,1
NAValue,1,2,3,4,5,6
NACount,1,2,4,60,23,1
MPCValue,0.00000,0.12593,0.21600,0.71111,0.80000,0.86667,0.88889,0.89751,0.90000,0.91349,0.91429,0.93010,0.93061,0.94815,1.00000
MPCCount,1,1,1,1,3,1,1,2,59,1,2,1,15,1,1
