Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,105
OutDegreeValue,1,2,3,4,5,6,8,11,34
OutDegreeCount,1,78,12,4,1,2,4,2,1
NAValue,1,3,4,5
NACount,1,1,70,33
MPCValue,0.00000,0.83333,0.85799,0.93750,0.95156,0.95936,0.96939,0.97107,0.97633,0.98765,1.00000
MPCCount,1,1,1,70,4,2,12,1,1,4,8
