Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,64
OutDegreeValue,1,2,3,4,6,7,10,14,16
OutDegreeCount,1,47,6,2,1,1,4,1,1
NAValue,1,3,4,5
NACount,1,1,47,15
MPCValue,0.00000,0.83333,0.90369,0.92593,0.93750,0.94675,0.96372,0.96667,0.96939
MPCCount,1,1,1,2,47,1,4,1,6
