Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,114
OutDegreeValue,1,2,3,4,5,6,8,10,14
OutDegreeCount,6,73,18,5,3,2,5,1,1
NAValue,1,2,3,4,5,6
NACount,1,5,8,72,27,1
MPCValue,0.00000,0.14933,0.23704,0.38400,0.76800,0.80000,0.86667,0.90000,0.90888,0.91349,0.91429,0.93061,0.93223,0.94815,0.96000,1.00000
MPCCount,1,1,1,3,2,6,3,69,1,4,1,14,3,2,2,1
