Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,73
OutDegreeValue,1,2,3,4,6,8,10,11
OutDegreeCount,5,45,13,1,4,3,1,1
NAValue,1,2,3,4,5,6
NACount,1,2,5,45,18,2
MPCValue,0.00000,0.18333,0.19835,0.80000,0.90000,0.90888,0.91349,0.93061,0.93728,1.00000
MPCCount,1,1,1,5,45,3,3,11,1,2
