Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,81
OutDegreeValue,1,2,3,4,7,8,9,14
OutDegreeCount,3,53,15,1,1,6,1,1
NAValue,1,2,3,4,5,6
NACount,1,2,4,52,20,2
MPCValue,0.00000,0.14933,0.21600,0.76800,0.80000,0.90000,0.91349,0.92800,0.93061,0.97500,1.00000
MPCCount,1,1,1,1,3,52,6,1,13,1,1
