Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,140
OutDegreeValue,1,2,3,4,5,6,7,8,9
OutDegreeCount,10,92,22,4,1,1,1,8,1
NAValue,1,2,3,4,5,6
NACount,1,7,10,76,39,7
MPCValue,0.00000,0.23704,0.26250,0.38400,0.80000,0.90000,0.90888,0.91349,0.93061,0.93600,0.96000,0.97500,1.00000
MPCCount,1,4,1,2,10,76,1,4,18,1,16,2,4
