Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,86
OutDegreeValue,1,2,3,4,7,10,11,15
OutDegreeCount,2,59,15,1,1,6,1,1
NAValue,1,2,3,4,5,6
NACount,1,1,2,59,22,1
MPCValue,0.00000,0.19835,0.80000,0.88889,0.90000,0.91429,0.92098,0.92517,0.92800,0.93061,1.00000
MPCCount,1,1,2,1,59,4,1,1,1,14,1
