Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,75
OutDegreeValue,1,2,3,4,5,8,9,12,13
OutDegreeCount,4,50,9,4,1,4,1,1,1
NAValue,1,2,3,4,5,6
NACount,1,1,4,48,20,1
MPCValue,0.00000,0.15918,0.80000,0.88889,0.89751,0.90000,0.91349,0.93061,0.93223,0.94815,0.96000,1.00000
MPCCount,1,1,4,2,1,48,4,8,1,2,2,1
