Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,134
OutDegreeValue,1,2,3,4,5,6,7,8,10,11
OutDegreeCount,9,81,17,6,12,4,2,1,1,1
NAValue,1,2,3,4,5,6
NACount,1,6,10,80,31,6
MPCValue,0.00000,0.18333,0.29388,0.38400,0.76800,0.80000,0.82721,0.90000,0.92800,0.93061,0.93223,0.97500,1.00000
MPCCount,1,1,4,1,1,9,1,80,2,16,12,5,1
