Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,112
OutDegreeValue,1,2,3,4,6,7,8,9,15
OutDegreeCount,11,63,25,5,2,3,1,1,1
NAValue,1,2,3,4,5,6
NACount,1,5,11,64,28,3
MPCValue,0.00000,0.14062,0.23704,0.26250,0.38400,0.80000,0.86667,0.88889,0.90000,0.92410,0.92800,0.93061,0.93728,0.94815,1.00000
MPCCount,1,1,1,2,1,11,1,1,63,1,1,20,2,3,3
