Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,89
OutDegreeValue,1,2,3,4,7,8,12,14
OutDegreeCount,4,58,17,3,2,3,1,1
NAValue,1,2,3,4,5,6
NACount,1,3,6,54,23,2
MPCValue,0.00000,0.14933,0.17041,0.45000,0.76800,0.80000,0.86667,0.90000,0.91349,0.92800,0.93061,0.94815,0.96000,1.00000
MPCCount,1,1,1,1,2,4,1,53,3,2,12,3,3,2
