Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,89
OutDegreeValue,1,2,3,4,7,8,9,10,12,16
OutDegreeCount,4,59,15,1,3,1,3,1,1,1
NAValue,1,2,3,4,5,6
NACount,1,1,4,59,23,1
MPCValue,0.00000,0.17041,0.80000,0.84375,0.88533,0.88889,0.90000,0.91429,0.92410,0.92800,0.93061
MPCCount,1,1,4,1,2,1,59,1,3,1,15
