Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,156
OutDegreeValue,1,2,3,4,5,6,7,8,10,11,12
OutDegreeCount,1,112,13,9,2,10,1,3,1,1,3
NAValue,1,3,4,5
NACount,7,1,103,45
MPCValue,0.00000,0.83333,0.84594,0.92593,0.92800,0.93750,0.94675,0.95238,0.96667,0.96886,0.96939,0.97107,0.98765,1.00000
MPCCount,7,1,1,3,2,103,6,1,1,2,13,2,6,8
